time,customer_id,product_id,price,discount,status
2024-06-14 15:24:38,11192,686,29.07,5.52,paid
2024-05-07 22:45:57,10763,1246,39.82,0.0,cancelled
2024-06-04 19:16:06,10966,1332,15.97,1.28,paid
2024-04-15 22:58:24,12368,642,32.84,5.25,placed
2024-06-01 10:21:20,10847,1094,16.67,1.17,paid
2024-06-22 22:41:19,10360,1498,35.11,2.11,paid
2024-04-28 19:07:09,10130,674,23.9,2.87,cancelled
2024-06-07 08:35:33,12825,883,28.96,1.16,paid
2024-05-13 21:04:39,12776,960,18.69,3.18,paid
2024-06-10 12:55:15,10847,1230,14.73,2.8,paid
2024-05-21 13:49:07,12965,1271,45.33,1.36,paid
2024-05-02 08:21:20,12487,519,39.88,3.99,paid
2024-04-12 14:41:07,12260,633,39.27,1.96,cancelled
2024-04-21 12:48:01,10164,1230,33.02,0.0,cancelled
2024-06-19 15:55:00,10725,1141,39.47,7.1,paid
2024-04-08 20:42:05,12728,584,46.85,4.69,paid
2024-05-08 11:16:25,10465,772,41.58,9.98,paid
2024-05-14 23:43:25,12238,1440,19.62,5.1,refunded
2024-05-30 18:50:46,12514,986,25.72,1.8,paid
2024-06-22 10:25:02,12881,1492,37.02,0.0,paid
2024-05-10 13:05:04,12695,1210,13.33,2.0,placed
2024-04-25 14:38:49,11347,1436,37.3,2.24,paid
2024-06-10 00:14:11,11983,661,28.44,2.56,placed
2024-06-18 10:08:58,12361,1211,18.68,1.87,paid
2024-04-29 17:19:03,10677,502,70.85,12.75,paid
2024-06-21 00:18:36,12394,1418,42.73,1.28,paid
2024-06-17 13:36:35,10476,1090,18.63,1.86,placed
2024-05-19 10:52:49,12808,1302,22.41,3.59,paid
2024-05-30 14:16:02,12653,972,17.0,0.85,paid
2024-06-04 10:22:13,11208,735,14.83,2.22,paid
2024-06-24 17:50:24,11489,1232,49.06,8.34,placed
2024-06-13 20:21:43,12779,818,26.7,1.6,placed
2024-06-15 20:01:08,11397,1440,51.99,2.6,paid
2024-06-29 18:04:43,12206,584,21.58,3.67,paid
2024-05-18 10:46:18,12604,866,28.62,4.29,paid
2024-04-01 14:38:04,12571,738,37.05,6.67,paid
2024-06-19 19:15:53,12474,1413,54.71,0.0,refunded
2024-04-08 17:58:12,12401,732,34.17,4.44,paid
2024-04-03 20:41:11,10439,785,22.69,2.27,cancelled
2024-04-19 18:01:17,12302,1254,33.17,2.65,placed
2024-05-05 12:48:13,12017,833,12.37,2.85,paid
2024-04-06 20:09:21,11868,1007,24.26,4.12,placed
2024-04-09 11:20:06,12013,1215,17.18,2.41,paid
2024-04-14 14:41:23,10058,593,53.9,2.16,paid
2024-04-10 08:47:40,10781,1466,20.83,4.79,paid
2024-06-30 02:01:12,11508,619,19.76,3.56,placed
2024-05-04 12:10:14,10932,560,39.7,5.16,paid
2024-06-30 20:44:54,10122,1445,15.75,2.2,cancelled
2024-05-03 20:34:18,10842,700,32.67,2.29,paid
2024-04-01 17:47:35,11781,820,23.72,3.8,paid
2024-04-13 22:59:06,10404,678,29.34,0.0,paid
2024-04-25 12:01:14,10740,794,47.52,0.95,cancelled
2024-05-18 09:48:44,12521,1213,47.87,4.79,paid
2024-05-23 06:04:37,12171,500,24.24,4.12,cancelled
2024-06-01 12:43:01,12724,684,21.09,2.32,paid
2024-05-04 22:28:12,11117,1025,14.92,0.3,paid
2024-06-27 18:54:09,11449,849,44.84,0.45,paid
2024-06-15 02:33:13,11806,1381,11.96,0.96,placed
2024-06-03 16:37:16,12279,959,30.95,3.71,paid
2024-06-05 18:08:55,11072,658,38.6,6.95,cancelled
2024-06-04 00:30:12,10323,1063,49.61,2.98,cancelled
2024-06-14 17:05:31,11353,1219,14.07,1.13,paid
2024-06-20 09:22:46,11408,1054,36.55,5.12,refunded
2024-06-11 07:29:02,11106,669,25.65,1.54,paid
2024-05-22 11:31:52,10897,1451,16.03,4.33,cancelled
2024-05-26 18:41:05,11274,1444,22.44,2.69,refunded
2024-04-04 14:33:09,12904,1170,24.12,2.41,paid
2024-04-28 18:29:02,11934,1251,13.23,1.19,placed
2024-06-17 15:32:49,12041,1344,43.41,3.04,paid
2024-05-09 08:38:51,10637,818,12.75,1.91,paid
2024-05-03 19:00:20,11197,1056,22.43,0.67,placed
2024-06-01 18:13:56,12290,668,41.16,2.06,paid
2024-05-18 19:21:51,11835,833,61.25,0.0,placed
2024-06-23 21:04:44,10246,842,19.32,2.9,paid
2024-06-14 11:41:33,12942,990,16.73,1.67,paid
2024-06-14 14:16:44,10683,606,49.13,5.4,paid
2024-05-22 20:56:53,12308,1442,47.68,5.72,cancelled
2024-04-11 21:49:21,11239,594,25.47,0.76,paid
2024-04-20 13:13:43,10425,1015,45.81,14.66,refunded
2024-06-27 10:46:12,11070,519,29.52,2.07,paid
2024-06-28 16:49:53,10663,808,53.02,5.3,placed
2024-04-09 11:53:07,12760,1417,43.06,0.0,paid
2024-05-05 18:19:35,11935,791,30.04,0.6,cancelled
2024-04-30 15:53:50,11508,676,18.82,4.52,paid
2024-05-25 19:38:31,10703,808,59.38,11.88,cancelled
2024-06-11 18:00:33,12755,685,31.36,3.45,paid
2024-05-05 11:24:14,10602,992,16.66,1.17,paid
2024-06-11 16:08:34,11450,1106,15.63,0.0,paid
2024-05-29 10:40:56,11851,1334,27.01,4.32,paid
2024-06-26 02:57:13,12988,1200,27.86,0.28,paid
2024-06-06 09:42:23,11318,654,9.86,1.08,paid
2024-05-02 19:57:35,12854,556,29.11,1.46,paid
2024-05-17 10:59:10,11958,956,20.66,0.21,placed
2024-04-22 12:27:39,10766,1286,31.94,6.07,cancelled
2024-04-24 20:41:35,11300,935,27.92,1.95,refunded
2024-06-09 18:50:19,12302,714,18.09,0.72,paid
2024-04-11 17:55:08,12914,602,39.65,6.34,cancelled
2024-06-22 20:10:58,12207,1250,14.95,1.64,paid
2024-05-27 10:39:37,12664,989,43.95,0.0,paid
2024-04-17 13:42:25,11427,1081,20.0,1.0,paid
2024-04-30 16:55:33,12749,1479,19.37,0.19,paid
2024-06-02 11:08:39,12874,896,39.04,4.29,paid
2024-05-28 21:19:40,11457,1178,18.03,2.7,paid
2024-04-04 11:33:09,11535,1116,31.31,1.57,paid
2024-06-21 14:05:16,10542,675,57.13,0.0,paid
2024-04-30 21:07:26,10763,1329,39.58,7.52,cancelled
2024-04-21 00:22:03,10964,1318,36.86,4.79,paid
2024-05-23 14:13:40,11880,772,16.47,1.48,paid
2024-04-21 00:38:52,11806,1207,23.93,3.59,placed
2024-05-31 22:23:19,11173,1277,33.07,4.3,paid
2024-06-18 14:40:43,10835,1339,45.11,0.0,paid
2024-04-02 20:18:38,10751,676,32.21,3.22,paid
2024-04-15 11:55:48,12795,936,31.97,0.0,paid
2024-04-04 10:42:31,12495,689,13.33,0.0,paid
2024-06-03 09:42:58,10694,500,32.89,4.28,paid
2024-06-25 17:08:40,10873,947,30.46,4.57,paid
2024-04-15 05:08:07,12202,1112,46.33,7.41,cancelled
2024-06-05 10:55:44,10491,871,22.56,0.68,cancelled
2024-04-06 18:17:36,12032,940,25.66,2.82,refunded
2024-05-20 12:12:17,11602,1248,17.82,0.0,placed
2024-06-17 16:51:19,12895,1002,39.64,2.77,placed
2024-04-27 18:59:07,10717,1076,46.96,5.17,placed
2024-04-10 11:15:46,11648,858,36.29,6.9,paid
2024-06-05 10:28:57,10643,549,23.46,2.58,paid
2024-05-20 14:33:05,12337,1016,37.5,1.12,paid
2024-05-24 13:40:13,10987,600,85.14,6.81,paid
2024-04-02 12:13:56,11251,1136,25.45,2.8,paid
2024-05-15 22:28:12,11374,814,20.71,4.97,refunded
2024-05-23 13:19:01,10877,1353,21.49,3.01,paid
2024-06-01 10:34:35,10831,806,54.34,4.35,paid
2024-05-04 18:12:14,10829,1220,27.82,5.01,paid
2024-06-12 09:27:35,11951,763,52.71,5.27,paid
2024-05-08 08:07:02,10269,1160,18.44,2.21,paid
2024-04-09 11:28:54,12400,560,43.85,0.44,placed
2024-04-14 23:50:10,11164,668,24.99,3.25,paid
2024-05-18 10:59:55,11654,1291,30.13,2.71,paid
2024-06-20 16:23:56,11265,655,21.49,2.15,placed
2024-04-10 16:01:10,10795,1357,27.8,3.06,placed
2024-05-07 22:28:00,10676,1073,34.39,5.16,paid
2024-06-29 20:48:53,11908,1026,15.62,1.56,paid
2024-04-16 12:52:54,10265,811,22.14,4.43,placed
2024-06-05 12:21:02,11988,868,47.96,8.63,refunded
2024-04-29 12:43:26,10987,932,32.92,0.33,paid
2024-05-13 09:09:12,10040,1087,35.7,7.5,cancelled
2024-04-22 22:41:39,12333,1326,29.39,9.7,cancelled
2024-04-23 04:18:53,11851,1305,12.12,2.55,paid
2024-05-09 21:37:40,10500,523,24.13,3.62,paid
2024-05-05 20:19:33,10762,1177,28.67,2.29,paid
2024-04-02 18:13:42,10602,609,38.35,0.38,cancelled
2024-06-21 19:27:31,10473,744,25.69,2.83,refunded
2024-05-18 14:29:33,10545,1137,21.03,1.26,paid
2024-06-12 18:07:10,12796,1033,16.38,0.82,paid
2024-06-17 18:20:28,11445,610,42.48,2.97,cancelled
2024-06-13 14:29:07,10179,1016,39.31,3.93,paid
2024-06-14 22:35:04,10910,530,11.55,0.0,paid
2024-05-15 19:41:51,10564,778,34.0,2.72,placed
2024-05-12 21:16:19,11573,726,49.54,6.44,paid
2024-04-19 11:49:37,12505,906,38.46,2.31,paid
2024-04-11 17:21:10,11990,1361,33.86,5.76,paid
2024-06-18 08:04:18,12873,722,29.14,4.08,paid
2024-06-28 17:26:43,11765,1205,35.83,6.09,paid
2024-04-27 18:12:22,12403,719,22.32,0.45,paid
2024-04-20 05:17:03,11643,822,60.46,5.44,placed
2024-06-09 02:53:10,10512,675,22.15,0.89,paid
2024-06-27 04:12:01,11191,841,67.51,8.1,placed
2024-04-15 19:53:28,12395,1297,32.82,6.56,paid
2024-05-23 06:50:09,10072,606,71.95,1.44,placed
2024-05-04 12:41:03,12070,1190,22.84,0.23,paid
2024-04-13 04:23:03,10018,1120,23.99,4.32,paid
2024-05-29 17:11:47,10165,1107,24.85,4.72,paid
2024-06-26 21:45:10,12454,882,38.7,9.29,paid
2024-06-18 11:38:01,10840,1110,17.19,1.89,paid
2024-06-22 01:37:38,12632,1401,25.45,3.31,paid
2024-04-17 19:58:48,12476,854,8.02,1.68,paid
2024-05-05 12:24:57,11685,1237,24.38,1.46,placed
2024-06-08 20:15:15,10583,832,52.56,3.15,paid
2024-04-15 17:31:30,12604,1226,39.77,1.59,cancelled
2024-05-06 02:18:52,11811,1221,9.97,2.19,paid
2024-05-15 11:13:31,11964,693,27.02,0.0,refunded
2024-06-13 14:58:52,12149,1460,18.42,2.21,paid
2024-06-05 08:49:55,10599,1248,40.77,6.93,paid
2024-05-28 20:38:51,12695,533,25.16,0.5,paid
2024-06-21 09:37:28,12301,1203,64.05,11.53,paid
2024-05-23 11:36:01,11567,1027,53.27,10.65,placed
2024-05-18 10:15:59,11731,809,37.93,8.34,paid
2024-04-23 16:21:12,10627,954,67.6,14.87,paid
2024-05-18 23:11:48,11607,1354,16.84,2.02,paid
2024-05-24 17:02:41,10160,1420,52.68,6.85,paid
2024-06-15 19:40:06,11408,1138,18.26,3.47,paid
2024-05-29 21:47:20,11336,1060,21.97,0.22,paid
2024-05-11 20:30:50,10918,700,27.68,6.09,paid
2024-06-26 14:44:12,11743,1225,28.39,3.12,placed
2024-05-24 19:25:12,10127,1134,29.12,4.95,paid
2024-05-20 14:01:59,11714,957,25.53,5.62,paid
2024-06-02 05:22:17,11901,983,32.32,2.26,paid
2024-05-09 18:29:07,12695,543,22.41,5.15,placed
2024-06-23 20:30:06,10204,1259,22.61,3.17,paid
2024-04-13 11:43:00,10647,1219,24.86,2.98,paid
2024-06-21 15:19:02,11818,507,28.23,5.08,cancelled
2024-05-24 11:37:18,10154,1272,46.23,6.01,paid
2024-04-21 18:40:57,10369,914,24.99,3.0,paid
2024-05-14 12:30:38,12108,1479,18.34,4.4,cancelled
2024-05-09 22:19:23,12208,1144,43.82,4.82,paid
2024-06-14 11:00:07,10703,958,40.86,6.13,paid
2024-05-01 18:56:53,11128,1209,21.08,2.11,placed
2024-05-20 10:09:31,12271,658,43.71,5.25,cancelled
2024-04-21 20:51:18,12377,1483,34.94,3.14,paid
2024-06-12 10:43:15,10766,1430,40.06,0.0,paid
2024-04-03 06:34:44,11275,553,18.5,4.26,paid
2024-05-06 15:37:57,11602,1054,37.48,5.62,paid
2024-04-02 00:47:22,11431,584,30.16,2.71,paid
2024-05-15 12:56:54,12503,547,28.78,0.0,paid
2024-05-16 20:44:41,10101,989,18.97,0.38,paid
2024-06-13 19:48:39,11805,557,18.05,1.26,paid
2024-05-19 18:46:29,12215,509,45.73,3.2,refunded
2024-06-18 09:35:10,11836,886,29.13,5.53,paid
2024-06-08 19:01:20,10492,1187,33.41,5.01,paid
2024-06-28 18:56:29,12808,1240,24.01,0.0,paid
2024-06-22 23:01:15,12048,509,61.49,2.46,paid
2024-05-24 19:20:34,10264,548,21.96,2.42,refunded
2024-05-27 11:41:10,12725,1300,23.42,3.75,cancelled
2024-04-23 13:21:32,10677,854,34.83,4.18,placed
2024-05-02 14:51:17,10340,660,26.74,4.55,paid
2024-04-10 03:56:17,12806,977,45.88,1.84,paid
2024-06-08 10:25:36,10573,809,29.24,5.26,paid
2024-06-04 19:10:30,12839,1298,63.26,2.53,paid
2024-05-14 14:42:03,11676,572,14.25,0.71,paid
2024-06-20 17:56:17,12170,1173,25.5,2.55,placed
2024-04-26 08:05:35,10336,655,27.65,0.0,paid
2024-06-04 07:56:22,10466,676,25.83,4.13,paid
2024-06-21 14:39:37,10697,1037,49.67,8.44,paid
2024-05-29 11:05:08,12728,613,39.56,5.93,placed
2024-06-28 03:23:45,12303,795,15.67,0.63,paid
2024-04-07 21:20:44,12964,500,22.63,3.62,paid
2024-06-07 11:04:14,12464,1472,48.65,0.0,paid
2024-04-26 06:40:35,10808,1406,32.14,3.86,paid
2024-06-18 15:51:08,11035,1454,24.12,2.65,paid
2024-04-15 18:39:19,10332,903,52.22,5.74,paid
2024-05-16 10:10:56,12526,980,37.57,1.13,paid
2024-04-08 18:10:48,12598,901,41.93,0.42,cancelled
2024-04-17 19:01:11,11610,1246,33.65,3.36,cancelled
2024-06-14 01:34:19,12353,1332,71.44,2.86,paid
2024-05-25 11:39:39,11600,963,36.24,1.81,paid
2024-06-15 10:10:47,12283,1203,19.22,1.15,cancelled
2024-05-15 13:46:01,12434,889,17.57,1.76,paid
2024-06-07 12:52:26,12616,597,18.2,0.73,paid
2024-05-02 21:37:23,12904,1039,57.59,4.03,paid
2024-04-13 19:22:30,10974,859,17.76,1.42,paid
2024-04-14 22:24:23,11687,550,25.4,0.51,paid
2024-04-22 19:02:39,10778,1050,34.1,3.75,cancelled
2024-04-17 16:53:50,10244,811,29.84,2.69,paid
2024-05-04 18:19:32,12214,729,28.8,3.17,paid
2024-04-04 11:36:01,10072,1402,15.08,1.21,paid
2024-06-02 20:10:37,10423,988,17.83,0.53,paid
2024-05-25 11:27:45,11354,925,42.74,8.98,paid
2024-06-26 12:47:08,12079,689,32.64,5.55,placed
2024-05-27 09:03:26,10370,707,15.53,1.55,paid
2024-06-05 08:36:49,11945,1342,27.15,1.63,placed
2024-06-12 10:39:57,11050,615,14.55,2.04,cancelled
2024-05-23 11:22:33,10104,840,20.4,3.06,paid
2024-05-19 11:23:15,11591,1386,50.46,0.0,paid
2024-06-14 10:30:03,11879,1475,18.25,2.74,placed
2024-06-27 17:37:05,10433,594,24.79,1.49,paid
2024-04-14 18:11:09,11468,613,21.67,3.03,placed
2024-06-23 19:56:26,12061,1166,14.09,2.11,refunded
2024-05-04 19:28:17,12820,986,24.84,3.48,paid
2024-04-17 18:21:53,10414,642,53.81,2.15,paid
