time,sensor_id,temperature,status
2023-01-01 00:00:00,52,20.37776111467864,operational
2023-01-01 08:44:41,93,2.2176577732327267,maintenance
2023-01-01 17:29:22,15,14.912384892447008,offline
2023-01-02 02:14:03,72,6.517424064045699,operational
2023-01-02 10:58:44,61,36.68459118799373,operational
2023-01-02 19:43:25,21,-9.623281843296263,operational
2023-01-03 04:28:06,83,1.266639885626411,operational
2023-01-03 13:12:47,87,8.267840983702882,operational
2023-01-03 21:57:28,75,14.390490040436895,operational
2023-01-04 06:42:09,75,32.54087589180731,operational
2023-01-04 15:26:50,88,-5.605618772992806,operational
2023-01-05 00:11:31,24,30.293244337057175,operational
2023-01-05 08:56:12,3,-7.217325532151233,operational
2023-01-05 17:40:54,22,32.11570176490908,operational
2023-01-06 02:25:35,53,-7.418226106274358,operational
2023-01-06 11:10:16,2,-9.087875928581948,operational
2023-01-06 19:54:57,88,24.848073118321075,operational
2023-01-07 04:39:38,30,39.86277673841972,operational
2023-01-07 13:24:19,38,34.83051314870104,operational
2023-01-07 22:09:00,2,18.799920890282998,operational
2023-01-08 06:53:41,64,35.86978065427658,operational
2023-01-08 15:38:22,60,-9.73499968011973,operational
2023-01-09 00:23:03,21,38.753358147257124,maintenance
2023-01-09 09:07:44,33,14.537438962939223,operational
2023-01-09 17:52:25,76,26.144804831088784,maintenance
2023-01-10 02:37:07,58,31.043073657667627,operational
2023-01-10 11:21:48,22,25.92286354182768,operational
2023-01-10 20:06:29,89,16.751836602245525,operational
2023-01-11 04:51:10,49,13.830974206320597,operational
2023-01-11 13:35:51,91,31.92912793513124,operational
2023-01-11 22:20:32,59,0.25387800747295586,offline
2023-01-12 07:05:13,42,38.39970332521171,operational
2023-01-12 15:49:54,92,25.547623941837415,operational
2023-01-13 00:34:35,60,-0.024653633084012583,maintenance
2023-01-13 09:19:16,80,26.81235918492441,operational
2023-01-13 18:03:57,15,16.49200115905583,operational
2023-01-14 02:48:38,62,25.361504782222227,operational
2023-01-14 11:33:20,62,28.38897507214194,operational
2023-01-14 20:18:01,47,-5.635491020516228,operational
2023-01-15 05:02:42,62,15.30519781796735,operational
2023-01-15 13:47:23,51,36.60071711284671,operational
2023-01-15 22:32:04,55,6.032109607975713,operational
2023-01-16 07:16:45,64,19.694154877894942,operational
2023-01-16 16:01:26,3,8.461524075494808,operational
2023-01-17 00:46:07,51,12.713398610954982,maintenance
2023-01-17 09:30:48,7,17.43015589690766,offline
2023-01-17 18:15:29,21,17.446098994448864,operational
2023-01-18 03:00:10,73,0.0865231165117919,offline
2023-01-18 11:44:51,39,24.228577393991664,operational
2023-01-18 20:29:32,18,-5.60659443786716,operational
2023-01-19 05:14:14,4,-3.0587613278989814,operational
2023-01-19 13:58:55,89,-9.864455029283516,operational
2023-01-19 22:43:36,60,-4.165196792915934,operational
2023-01-20 07:28:17,14,13.658310052594612,operational
2023-01-20 16:12:58,9,20.30509405279193,operational
2023-01-21 00:57:39,90,29.714472498323126,operational
2023-01-21 09:42:20,53,-4.665037494328197,operational
2023-01-21 18:27:01,2,32.536373000822735,operational
2023-01-22 03:11:42,84,27.298726277435904,operational
2023-01-22 11:56:23,92,10.425914646795846,operational
2023-01-22 20:41:04,60,36.64690335499773,operational
2023-01-23 05:25:45,71,39.54647382286953,operational
2023-01-23 14:10:27,44,0.2500905026618625,operational
2023-01-23 22:55:08,8,8.961429248190022,operational
2023-01-24 07:39:49,47,36.32247117948556,operational
2023-01-24 16:24:30,35,26.079827537563858,operational
2023-01-25 01:09:11,78,-7.5952678017956154,operational
2023-01-25 09:53:52,81,29.075724087570748,operational
2023-01-25 18:38:33,36,31.397044358874595,operational
2023-01-26 03:23:14,50,27.525096238265675,operational
2023-01-26 12:07:55,4,29.976856545975778,operational
